# cGAS-STING / Type-I-IFN / IL-6 / ISG host reactivation gene panel
#
# Purpose: input panel for bin/score_host_reactivation.py, which computes a
# per-donor "host reactivation score" from host_gene_expression_matrix.tsv
# (the v2.0.0 host-quant arm output; params.run_host_quant). Built for the
# Phase I STTR application (Ataraxia Bio / Price Lab) Preliminary Data
# deliverable: a per-donor cGAS-STING/type-I-IFN/IL-6/ISG reactivation score,
# tested for correlation against existing viral RPM data.
#
# Format: gene_id <tab> gene_symbol <tab> gene_biotype <tab> category <tab> source <tab> notes
# Lines starting with # are comments. gene_id matches the gene_id column of
# host_gene_expression_matrix.tsv (GENCODE v48, via assets/gene_id_name_biotype.tsv).
#
# Sourcing (defensible for external/grant use):
#   - category=type_I_IFN_response_ISG (102 genes): 97 genes are the verbatim
#     MSigDB Hallmark HALLMARK_INTERFERON_ALPHA_RESPONSE gene set (v2023.2.Hs;
#     Liberzon et al. 2015 Cell Systems; Subramanian et al. 2005 PNAS GSEA),
#     downloaded directly from gsea-msigdb.org 2026-07-15 and used unmodified.
#     5 additional canonical ISGs (MX2, OAS2, OAS3, IFIT1, RIGI/DDX58) were
#     added by hand because they are widely used in the ISG-signature
#     literature but are confirmed (by direct membership check against the
#     downloaded file) to be absent from the Hallmark IFN-alpha set.
#   - category=cGAS_STING_core (6 genes): hand-curated canonical cGAS-STING
#     pathway *signaling machinery* (CGAS, STING1, TBK1, IKBKE, IRF3, IFNB1).
#     These are deliberately NOT drawn from a Hallmark "response" gene set,
#     which captures transcriptional output, not the upstream sensor/adaptor/
#     kinase/TF machinery itself. Gene symbols use current HGNC nomenclature
#     as it appears in GENCODE v48 (CGAS not MB21D1; STING1 not TMEM173).
#     Key refs: Sun et al. 2013 Science (cGAS); Ishikawa & Barber 2008 Nature
#     (STING).
#   - category=IL6_JAK_STAT3_axis (88 genes): 87 genes are the verbatim MSigDB
#     Hallmark HALLMARK_IL6_JAK_STAT3_SIGNALING gene set (v2023.2.Hs), same
#     source/date as above, used unmodified. Note this Hallmark set is a
#     general gp130/JAK/STAT3 signaling set (it includes many cytokine/
#     receptor genes beyond IL-6 itself, e.g. IL1B, CSF2, LTBR, IFNAR1) -- it
#     is NOT an IL-6-specific gene list. It was chosen anyway for defensibility
#     (verbatim public gene set, not hand-picked) with this caveat documented
#     here. IL6R was added by hand because it is confirmed absent from the
#     Hallmark set (which includes IL6 and IL6ST but not the receptor IL6R).
#
# 8 genes appear in two categories (semicolon-joined in the category column)
# because they are members of more than one source gene set (e.g. CXCL10,
# CXCL11, CSF1 appear in both the IFN-alpha and IL6/JAK/STAT3 Hallmark sets).
#
# All 188 gene symbols resolved cleanly (0 unmatched) against
# assets/gene_id_name_biotype.tsv (GENCODE v48, ~79k gene_id/name/biotype rows).
# Built 2026-07-15 as part of the host-quant-arm smoke-test / STTR Preliminary
# Data tooling session (see docs/tooling_progress_plan.md).
ENSG00000155363.19	MOV10	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000141971.14	MVB12A	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000157601.15	MX1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000183486.14	MX2	protein_coding	type_I_IFN_response_ISG	hand-curated (canonical ISG, absent from Hallmark IFN-alpha set)	Canonical ISG, HIV/retroelement restriction factor; not in Hallmark IFN-alpha set.
ENSG00000111912.20	NCOA7	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000123609.11	NMI	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000013374.17	NUB1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000089127.15	OAS1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000111335.14	OAS2	protein_coding	type_I_IFN_response_ISG	hand-curated (canonical ISG, absent from Hallmark IFN-alpha set)	2'-5'-oligoadenylate synthetase family (dsRNA sensor -> RNase L); not in Hallmark IFN-alpha set (OAS1/OASL are).
ENSG00000111331.14	OAS3	protein_coding	type_I_IFN_response_ISG	hand-curated (canonical ISG, absent from Hallmark IFN-alpha set)	2'-5'-oligoadenylate synthetase family; not in Hallmark IFN-alpha set.
ENSG00000135114.14	OASL	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000060491.17	OGFR	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000059378.13	PARP12	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000173193.15	PARP14	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000138496.17	PARP9	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000188313.13	PLSCR1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000138035.15	PNPT1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000101000.6	PROCR	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000100567.13	PSMA3	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000204264.12	PSMB8	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000240065.9	PSMB9	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000092010.15	PSME1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000100911.16	PSME2	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000107201.12	RIGI	protein_coding	type_I_IFN_response_ISG	hand-curated (canonical ISG, absent from Hallmark IFN-alpha set)	Cytosolic RNA sensor (current HGNC symbol; formerly DDX58); canonical viral-sensing ISG, not in Hallmark IFN-alpha set.
ENSG00000104312.8	RIPK2	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000092098.18	RNF31	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000134321.13	RSAD2	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000136514.3	RTP4	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000205413.8	SAMD9	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000177409.12	SAMD9L	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000188404.10	SELL	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000155287.12	SLC25A28	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000135899.20	SP110	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000168394.13	TAP1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000196116.8	TDRD7	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000112773.16	TENT5A	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000146859.6	TMEM140	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000135148.12	TRAFD1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000106785.15	TRIM14	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000132109.10	TRIM21	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000121060.19	TRIM25	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000234127.9	TRIM26	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000132256.20	TRIM5	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000265972.6	TXNIP	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000182179.13	UBA7	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000156587.16	UBE2L6	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000184979.12	USP18	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000140105.18	WARS1	protein_coding	type_I_IFN_response_ISG	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs)	
ENSG00000184371.14	CSF1	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000169245.6	CXCL10	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000169248.13	CXCL11	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000077238.14	IL4R	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000104432.15	IL7	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000125347.15	IRF1	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000213928.10	IRF9	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
ENSG00000170581.15	STAT2	protein_coding	type_I_IFN_response_ISG;IL6_JAK_STAT3_axis	MSigDB HALLMARK_INTERFERON_ALPHA_RESPONSE (v2023.2.Hs) | MSigDB HALLMARK_IL6_JAK_STAT3_SIGNALING (v2023.2.Hs)	
